id	sentiment	review
7278_3	0	"This barely watchable film was a bit of an ordeal to sit through. None of the segments are good, but at least the first one was mildly amusing, and the middle one was somewhat imaginative. The final one was just plain brutal, and after sitting through two weak comedic shorts, the third one was truly painful to watch. Even by the low standards of a National Lampoon movie, this one seemed especially boring and joyless."
7581_8	1	"Following the brilliant \Goyôkiba\"" (aka. \""Hanzo The Razor - Sword Of Justice\"", 1972) and its excellent (and even sleazier) sequel \""Goyôkiba: Kamisori Hanzô jigoku zeme\"" (aka. \""Razor 2: The Snare\"", 1973), this \""Goyôkiba: Oni no Hanzô yawahada koban\"" aka. \""Razor 3: Who's Got The Gold\"" is the third, and sadly final installment to the awesome saga about the incorruptible Samurai-constable Hanzo 'The Razor' Ittami (brilliantly played by the great Shintarô Katsu), who fights corruption with his fighting expertise as well as his enormous sexual powers. As a big fan of 70s exploitation cinema made in Nippon, \""Sword Of Justice\"" became an instant favorite of mine, and I was therefore more than eager to find the sequels, and full of anticipation when I finally stumbled over them recently. While this third \""Hanzo\"" film is just not quite as brilliant as its predecessors it is definitely another great piece of cult-cinema that no lover of Japanese exploitation cinema can afford to miss. \""Who's Got The Gold\"" is a bit tamer than the two foregoing Hanzo films, but it is just as brilliantly comical and crudely humorous, and immediately starts out fabulously odd: The film begins, when Hanzo's two assistants see a female ghost when fishing. Having always wanted to sleep with a ghost, Hanzo insists that his assistants lead him to the site of the occurrence... If that is not a promising beginning for an awesome film experience, I don't know what is. Shintaro Katsu, one of my personal favorite actors, is once again brilliant in the role of Hanzo, a role that seems to have been written specifically for him. Katsu IS Hanzo, the obstinate and fearless constable, who hates corruption and deliberately insults his superiors, and whose unique interrogation techniques include raping female suspects. The interrogated women than immediately fall for him, due to his sexual powers and enormous penis, which he trains in a rather grotesque routine ritual. I will not give away more about the plot in \""Who's Got The Gold\"", but I can assure that it is as cool as it sounds. The supporting performances are also very good, and, as in the predecessors, there are plenty of hilariously eccentric characters. This is sadly the last film in the awesomely sleazy 'Hanzo' series. If they had made 20 sequels more, I would have happily watched them all! The entire Hanzo series is brilliant, and while this third part is a bit inferior compared to its predecessors, it is definitely a must-see for all lovers of cult-cinema! Oh how I wish they had made more sequels!"""
7291_2	0	"In order to hold the public's attention for three hours, we were treated not so much to a family's romp through four generations and 120 years of Hungarian history, as to sexual liaisons with a sister, a sister-in-law and other adulteries. Oh yes, there was also a totally gratuitous rape. Having said all this, the first story of the relationship among the children of the patriarch was fresh and sensual - thanks to Jennifer Ehle."
5484_4	0	"This film is about a family trying to come to terms with the death of the mother/wife by moving to Genova, Italy.<br /><br />The plot of \Genova\"" sounds promising, but unfortunately it is empty and without focus. The film only consists of a collection of scenes depicting the daily life of the family, such as swimming, taking piano lessons or cooking eggs. Most of such scenes are redundant and tiresome, completely failing to engage viewers emotionally. The ending is very disappointing as it is not spectacular, moving or emotional. I can safely say that I am disappointed and bored by \""Genova\"" The only thing good about the film is the sunny weather and the beauty of Genova. \""Genova\"" can serve as an extended tourism advertisement for the city, but not as a film to be enjoyed."""
3812_1	0	"Full House is one of the worst TV series ever! Why?Because all the characters are so irritating that it's impossible to bear.The best character is Joey an even he is pretty irritating occasionally.An that girl DJ,who wrote her character?I want to kill my self every time she speaks.Not to mention when Danny start's with his philosophy.<br /><br />Example: DJ won around ten thousand dollars or more in the casino.However,she's not eighteen so she shouldn't gamble according to law.However the casino was ready to pay her the money but then Danny,her father cought's her and don't let's her raise that money because she is not eighteen.Oh come on,give me a break,will ya?Since i've seen that stupid and childish scene i instantly turned off the television.Some of the thing's they say in this series not even a child would bought.Who in the world could think that Full House is entertaining and funny?Every single word they say in this series seem's like Shakespeare wrote it.Except that Shakespere knew how to write and except that he wouldn't be that childish and stupid to write something as stupid as they wrote in the script for the Full House! <br /><br />For everyone who has a bad heart or any kind of bad medical condition or any will for life or any sense of the real world,i deeply recommend 'Do not watch the Full House'!Not even one episode as a try out.Avoid this series.Save your self from stupidity and nonsense.This is the worst television show ever!I'd rather watch Teletubbies then this.'Do not watch this'."
2620_10	1	"What a pleasant surprise: A Disney DTV (Direct to Video) sequel that's actually GOOD. \The Lion King 1 1/2\"" is a comedy affair that involves everyone's favorite meerkat and warthog, Timon and Pumbaa. It starts out with them watching the original movie and making comments, until Timon complains that \""we're not here yet\"". After fighting over the remote, Timon and Pumbaa decide to tell the audience \""their story\"". They start the new movie, and the laughs begin.<br /><br />To be honest, I was losing hope in Disney. Most of their direct-to-video fare has been aggressively awful, with the story lines desperate to cash in on the original. \""1 1/2\"" decides to try something different: It tells the original story from a new point of view. Okay, it adds some stuff, like where Timon came from and how he and Pumbaa met, but it's an interesting concept. Nathan Lane and Ernie Sabella perfectly recapture the bond and friendship that made us love them in the first movie. There's also some neat movie parodies (including one scene that simultaneously spoofs 'The Good, the Bad, and the Ugly' and 'Cool Hand Luke), and the script is filled with funny memorable lines.<br /><br />Added to the cast are Julie Kavner (\""The Simpsons\"") as Timon's worry-wart mom, and Jerry Stiller as Timon's slightly crazy Uncle Max. Matthew Broderick shows up as Simba, and his \""teen\"" scene reminded me of Ferris Bueller. Everyone does well, especially Robert Guillame (is that how you spell it?) as Rafiki, who exudes more and more Yoda-speak in this movie (Timon comments on this several times).<br /><br />'The Lion King 1 1/2' is a perfect alternate choice for those of you getting tired of the Shrekification of animation. 10/10"""
3353_4	0	"Pretty bad movie offers nothing new. The usual creaks and moans attempt to make-up for a muddled, but thin story. Acting is barely above pathetic. Why Liam Neeson signed on for this is anyone's guess. Owen Wilson truly turns in one of the worst performances in recent horror-movie history. Catherine Zeta Jones is fun to look at and not much else although Lili Tayor did an above-average job. The special effects were fairly memorable and the house itself was breathtaking and hauntingly gorgeous. However they can't makeup for the poor acting and the storyline which appears to have been thrown together at the last minute. Don't bother."
3078_1	0	"I didn't think it was possible for a horror comedy film to fail so abysmally on both fronts....really awful. The fact that it doesn't take itself seriously (usually a good thing) works against it, primarily because the actors are so wooden you really would swear they are reading cue cards. On the upshot though.....the MST3K version, as always, has a few laughs...."
7618_10	1	"Hi:<br /><br />I heard about lost from a co-worker that had obvious differences of opinion on entertainment, he loved it. Well I watched an episode or 2 in the early seasons and was bored, so I tuned it out. After a few years I stumbled upon lost; bored with the current sci-fi fare. Wow was I surprised. Can you say gravity well, damn I got sucked in. The pace and scripting are very good, some of the flash forward/backs are so so with the lamer characters, but over all good. My favorite characters are Ben, Locke, Jacob, Richard Alpert, Sayid Jarrah, Sawyer, Hurley, Daniel Faraday, Jin & Wife, Walt, Charlie, Desmond, and Jack's dad. Jack and Michael definitely are immature asshats, very spoiled and immature. Kate 1 step above them, Juliet was way more classy than Kate. Mr. Eko way under-rated and on the level of Charlie if not more, too bad they both died. The guy dressed in black talking to Jacob (way back) is a genuine curiosity. As a whole great, very layered series: looking for more.<br /><br />regards"
8309_7	1	"It is always a nice suprise when a film made for TV turns out to be entertaining such as Little Richard. This is a very watchable film about the story of Rock and Roller ,Little Richard played by an actor called Leon who i have never seen before but does an very good job. As most TV films , this is a little tamer than if made for Cinema which is a shame because i am sure there is lot we could have seen about Little Richard that was controversial. Instead we see a lot religous rubbish which is the only thing that spoils the film and eventually spoilt a very promising career. All in all this film is good and the acting is above average fot a TV film. 7 out of 10."
9294_4	0	"As someone who was staggered at the incredible visuals of \Hero,\"" I was anxious to see this film which was billed as being along the same lines, but better. It also featured an actress I like: Ziyi Zhang. Well, I was disappointed on both counts. I bought the DVD of this film sight-unseen, and that was a mistake. It was not better.<br /><br />I realize these flying-through-the-air martial arts films are pure fantasy but this story is stretched so far past anything remotely believable it just made me shake my head in disappointing disbelief. A blind woman defeating hundreds of opponents? Sorry, that's going a little far. Also, the major male character 'Jin\"" (Takeshi Kaneshiro) was so annoying with his dialog, stupid look on his face and stupid laugh, that he ruined the film, too.<br /><br />Despite the wonderful colors and amazing action scenes, this story - to me - just didn't have an appeal to make it a movie worth owning. This film is no \""Hero\"" of mine!"""
8121_8	1	"The message of a world on the brink of war is disregarded by the masses; the mythical city of Everytown in 1940 represents England in general, but it could just as well stand for any nation of the world. When war finally does arrive, it's ravages continue not for another five years, but until 1966 at which time Everytown is completely destroyed. Adding to the desolation and toll on humanity is the \wandering sickness\"", a pestilence that continues for another four years.<br /><br />\""Things to Come\"" balances both a fatalistic and futuristic world view, where science holds out a hope for a revived civilization. The \""Wings Over the World\"" concept plays out a bit corny, though it's spokesman Cabal (Raymond Massey) is unwavering in his mission and dedicated to his cause. If he fails, others will follow. This message is continually reinforced throughout the film, brought home convincingly in Massey's end of movie speech. Man's insatiable need to test the limits of knowledge and achievement requires an \""all the universe or nothing\"" mindset.<br /><br />The film's imagery of automation and machinery in the second half is reminiscent of the great silent film \""Metropolis\"". As Everytown is rebuilt and transformed by the year 2036, the spectacle of the city's rebirth strikes a resonant chord, as architecture of modern cities of today suggest the movie's eerily prophetic vision is coming to fruition. Where the movie gets it wrong by sixty seven years though is man's first mission to the moon, but in 1936, a hundred year timetable probably seemed more legitimate than 1969.<br /><br />\""Things to Come\"" is one of those rarities in film, a picture that makes you think. Which side will you come down on, the forces for advancement in the face of uncertainty or maintain the status quo? It's not a comfortable question, as both choices offer inherent dangers and unknowable outcomes. Those who choose to be bystanders risk being swept away by forces beyond their control."""
8156_10	1	"After a big tip of the hat to Spinal Tap, this movie is hilarious. Anyone who grew up watching MTV will love it and if you didn't, rent it anyway,the \My Peanuts\"" and \""A Gangster's life\"" videos are worth the three bucks alone."""
8943_7	1	"The 1960's TV series Bewitched owes it's idea from this movie. This is the movie that Jimmy Stewart & Kim Novak made right after they were cast together in Vertigo by Alfred Hitchcock. This one is not as obsessive as that one but Novak is just as captivating.<br /><br />This was Jack Lemmons 10th movie and he is good in support here as well as Ernie Kovacs. The movie has a lot of good things about it. Hermine Gingold is very good in this movie, almost as good in support here as she was in The Music Man. The cast is very solid.<br /><br />This movie has a late 1950's New York City feel & a cat that is as hexing as any feline in any movie. It is well worth watching as it is a love story with all the emotion of any, & a little magic too boot.<br /><br />It is not Vertigo but I think because it followed that movie, viewers then did not rate it as good as it deserved - sure am glad that William Asher saw it, so that the 1960's series got created. I am not so glad about what Will Ferrell did to it on the big screen, this movie is much better than that."
7400_1	0	"I have seen some pretty bad movies, and this is right up there. No plot to speak of, it's like one of those bad coma episodes on a soap-opera. I just wanted to smack that little girl because, well lets just say, she's real suspicious all the way through the movie. The monsters running around wearing some bling was funny. I also saw a bit of \Silent Hill\"" in there. And I read that this was done by, and or stared a Finnish metal band, Lordi. So it's no wonder that it didn't make much sense. It seem to be a vehicle for promoting there band and nothing more. The FX are very good, the look of the movie, the monsters, and even the acting also good. But the story and the telling of it, just aren't there."""
2300_1	0	"\The 700 Club\"" has to be the single most bigoted television program in the history of television itself. To make matters worse, it's been on the air since 1966, implying that thousands if not millions of people are buying into its hate and lies. Headed by Pat Robertson, the unscrupulous, megalomaniacal founder and leader of the Christian Coalition, \""The 700 Club\"" takes us from misinformation to misunderstanding, broadcasting \""news\"" as they like to think of it and trying to convince its audience that all of the world's problems are to blame on homosexuals, Wiccans, New Age spiritualists, Muslims, Jews, Hindus, non-Fundamentalist Christians, Democrats, single mothers, foreigners, feminists, evolutionists, environmentalists, NASA scientists, and anyone else who doesn't share their fanatical religious views. It's actually the best fake news since \""The Daily Show\"" or the \""Weekend Update\"" segment of \""Saturday Night Live,\"" or since \""FOX News,\"" for that matter. Of course, Pat's always the one who makes each of the decisions, saying whatever comes to mind and not giving a damn who it offends or hurts. In the meantime, he continues his part in the struggle to transform the United States into a militarized police state by having the Religious Wrong stick their noses in everything they can and asking for one donation after another - no less than a measly $100 to become a member, by the way - to fund Pat's African diamond mines and buy oil from companies reprimanded by the government in the past for their abuse of the environment. No, never mind that Pat was good friends with the genocidal dictators of Zaire and Zimbabwe in order to help him acquire such wealth; it's all for the greater glory of God, don't you know? And of course, the hosts of \""The 700 Club\"" are always willing to read letters \""written by viewers\"" as they like to put it, coincidentally each typed in the same format and all on the same color of paper by \""viewers\"" supposedly healed of various afflictions by the said hosts (they claim to have \""words of knowledge\"" come to them) but who NEVER APPEAR on the program to say what happened to them. Honestly, how can anyone take a show seriously when they're using a poor applause recording? It should make people wonder why there's no studio audience.<br /><br />The sad thing that Pat's cronies and viewers don't realize or just don't WANT to realize are the horrible things he's done and said. This is a guy who agreed with Jerry Falwell that the September 11, 2001 terrorist attacks on the United States were the result of God punishing us for our acceptance of homosexuality and feminism. Ironic, considering that Pat has twice publicly referred to the implementation of a nuclear weapon in the State Department; I have little doubt it was his wealth that kept him from getting arrested for such statements. His rants against homosexuals, single mothers, and any number of sexual practices he considers \""sinful\"" are interesting, considering he was known to frequent a number of brothels during the Korean War. As the Bible says, be fruitful and multiply, so congratulations, Pat - thanks to you, there's probably a number of children born to single Korean mothers. Then, of course, there was the time he called for the assassination of Venezuelan President Hugo Chavez (not that he's a saint, but still). Oh, yes, and let's not soon forget the time this \""crusader for human life\"" supported forced abortions in China. Very \""Christian\"" of him, wouldn't you say?<br /><br />And just in case Pat has forgotten, I haven't forgotten his little speech that evangelical Christians today are \""being treated exactly as the Jews were in Nazi Germany.\"" Honestly, to compare his \""plight\"" to the horrors of the Holocaust is almost unforgivable. Speaking of which, need I mention about how he blatantly lied that homosexuality ran rampant among the Nazi party in a pathetic attempt to discredit homosexuals? Of course, history shows us that the Nazis acted toward homosexuals the same way they acted toward Jews. Pat Robertson is one of the biggest liars in history. If he was Pinocchio, his nose would encircle the Earth.<br /><br />Unfortunately, more and more people continue to believe him every day. This is your wake-up call, people; \""The 700 Club\"" is one of the most if not the single most vile program in television history. It's evil masquerading as good; it's a wolf-in-sheep's-clothing. It's bigoted filth that tries to look clean, pretty, and loving. It's living proof that hateful, dangerous religious views aren't confined to certain groups in the Middle East. Even those who are not of the Christian faith know that it goes against everything Jesus taught, and if Jesus was to appear to this \""club,\"" He wouldn't be emulating them. Instead, He'd be chastising them as He did the Pharisees of His time and overturning the money bins of their telethons as He did in front of the synagogue in His time. All I can say is thank God that Pat had no chance of becoming President; if he did, he'd be the harbinger of Armageddon - and not on the side of the good guys."""
6092_1	0	"Someone must have been seriously joking when they made this film.<br /><br />Firstly, it is an absolute impossibility that this movie was made in 1993. The fashions and music dictate that this is seriously 80's. My guess is that this has sat on the shelf for a long while before some crazed distributer picked it up and released it to a disbelieving world.<br /><br />There is a plot. Kind of. A strange loner meets a random man with a beard who tells him that if he meditates while singing his favourite song he will be able to turn into whomever he chooses. At this point I feel obliged to point out that the loner's favourite song is London Bridge Is Falling Down. Why is this his favourite song? Because he's an idiot. We are only a minute into the film and already the film has reached a monumental level of stupidity. It gets even stupider.<br /><br />The loner is the nostril picker. I can only assume this as there are two scenes in the film where he is seen picking his nose. That clears up the title. He decides to change into a girl so that he can get close to other girls. And kill them. That's more or less it.<br /><br />The acting is universally appalling. Every single performance in this movie sucks. In fact, I would go so far as to say that the acting is of the standard of a pornographic movie. It really is that terrible. The nostril picker appears to the audience as the nostril picker. The characters in the movie see him as the girl he has become through singing London Bridge Is Falling Down. Man, I feel like an idiot even typing this. Anyway, it is kind of strange seeing a middle aged weirdo hanging out with school girls. And not in a good way. There is even an extended montage of scenes where the nostril picker is at school with the girls and a song plays over the top. It is very possibly the worst song ever recorded. I'm not even going to describe it. You'll know it when you hear it. And you'll agree with me.<br /><br />There are some scenes of violence, sure. And there is a Benny Hill style chase sequence involving a transsexual. There is even an immortal bit of dialogue, that may or may not have been taken from Shakespeare or John Milton, where the nostril picker says to a prostitute, 'I've got the cash if you've got the gash'. Lovely, I'm sure you'll agree.<br /><br />Utter nonsense."
